Feature,Mean_Healthy,SD_Healthy,N_Healthy,Mean_Sick,SD_Sick,N_Sick,Mean_Treated,SD_Treated,N_Treated,p_ANOVA,p_Healthy_vs_Sick,p_Sick_vs_Treated,InjuryChange,TreatmentEffect,FinalEffect,EffectSize_Benefit,EffectSize_Harm
Mean phase velocity at stance - tail - base (rad/s),0.25663364997979,1.07980692451391,20,0.704818568811103,0.896181558868132,20,0.592302085915471,0.9787309704942,20,0.33513909154859,0.470390700433158,0.861212240332822,0,0,No effect,NaN,NaN
Mean phase velocity at stance - tail - base std,1.17334257303324,0.646378169511643,20,0.920583077658148,0.516196595187333,20,1.25326632417986,0.650757662740671,20,0.204247311503019,0.580958705269989,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - tail - tail 1 (rad/s),1.98949346382823,5.15162568829872,20,0.348453912567205,2.12200842212512,20,0.515225457699587,1.69667182627689,20,0.244749585936913,0.384887059590959,0.513028162183851,0,0,No effect,NaN,NaN
Mean phase velocity at stance - tail - tail 1 std,2.58693299835263,4.50586888717898,20,1.94497552263811,1.94147091922346,20,1.79197359071429,1.64025015192425,20,0.672936246367756,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - tail - tail 2 (rad/s),-1.59891719561328,6.9792290180058,20,-2.06458703523162,4.54087902197681,20,-1.68597832612718,4.73569348192612,20,0.960738113805542,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - tail - tail 2 std,5.300659506462,5.69065236496517,20,3.78742763334099,4.48101477127972,20,5.18814662628134,5.38378197772365,20,0.595211393584119,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - tail - tail 3 (rad/s),1.16083469222533,5.68817615135255,20,-1.25512368175211,4.1063543438827,20,0.678477694617348,6.10639342697957,20,0.328944593095235,0.480777364894785,1,0,0,No effect,NaN,NaN
Mean phase velocity at stance - tail - tail 3 std,5.54520307608453,7.38720287017357,20,4.07440235385181,3.33522144115057,20,4.35839809091263,5.36491960104035,20,0.68113474743323,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rforelimb - shoulder (rad/s),-5.25244231288428,2.77501899536202,20,-6.29554932433709,2.44007992610868,20,-7.52603733617916,1.65867322831834,20,0.0124989610284349,0.491432729643635,0.0097022507214596,0,1,No effect,NaN,NaN
Mean phase velocity at swing - rforelimb - shoulder std,3.02870610696524,2.27039755829165,20,2.50036365002313,1.39729352354884,20,1.82699357051783,1.10201911704478,20,0.0818758279824316,0.960060151688848,0.0787827019152425,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rforelimb - elbow (rad/s),-10.3718961908822,1.9279410662256,20,-10.3537925012212,1.80469187798646,20,-9.89297235844443,1.26339930852664,20,0.599777138499239,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rforelimb - elbow std,2.4032474673758,1.18995190247678,20,1.83203729698532,1.02858795332215,20,1.8198165246805,0.836649066913463,20,0.131718805389506,0.253315434900286,0.234498896744258,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rforelimb - wrist (rad/s),3.03323107673179,4.40007526142936,20,0.597122656101716,2.83882960689271,20,-0.731656804205992,2.27105162333113,20,0.00240683444255425,0.0688009816598187,0.00192341242746997,0,1,No effect,NaN,NaN
Mean phase velocity at swing - rforelimb - wrist std,5.28978899646886,3.76021559360288,20,2.65087474356282,1.80649444108741,20,3.11318446575101,2.10578821668701,20,0.00678890456864071,0.00919776376414754,0.0403317696040498,1,1,Restoration,0.462309722188194,NaN
Mean phase velocity at swing - rhindlimb - hip (rad/s),-1.98172525931839,2.24662286519529,20,-1.95155825214507,1.64353050570695,20,-0.653465207969836,1.61413936062408,20,0.0427904111886966,1,0.0827912237658837,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rhindlimb - hip std,2.88279958450934,1.05905318392886,20,1.89722757426051,1.37611380169032,20,1.90741674770923,1.2494473260828,20,0.0198543781856932,0.0433060544517628,0.0462772624604674,1,1,Restoration,0.0101891734487203,NaN
Mean phase velocity at swing - rhindlimb - knee (rad/s),-0.506061641931783,1.62883690063402,20,-1.87871044250686,2.83900483904753,20,-2.19265568707372,3.13485152345062,20,0.104529579630157,0.307897203256089,0.138508534994047,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rhindlimb - knee std,1.55925842520383,0.882704406074416,20,1.79872693326631,0.836051993793932,20,1.82720647036417,1.06952274093681,20,0.611795229897967,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rhindlimb - ankle (rad/s),-3.91763609452394,5.60154937571588,20,-6.23934810614108,4.67705770588405,20,-2.66469589884218,3.75703488324934,20,0.061487061656708,0.380512703352777,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rhindlimb - ankle std,5.70495564145271,3.63899947850961,20,3.25543774425005,2.24077550458041,20,3.7013193675425,2.74796004367484,20,0.0246031568536584,0.0319750071075341,0.104985038165061,1,0,No effect,NaN,NaN
Mean phase velocity at swing - rhindlimb - lHindpaw (rad/s),-13.5170180071113,4.94864409071112,20,-16.5012951712809,5.5179039547647,20,-11.3297278237827,4.61437519103813,20,0.00771471123730393,0.198958191178007,0.526161267920033,0,0,No effect,NaN,NaN
Mean phase velocity at swing - rhindlimb - lHindpaw std,7.98167606889872,4.79633802870197,20,4.51514074983927,2.69752381499262,20,6.52920330950481,2.83033244268486,20,0.0123761076133357,0.00987553857352709,0.611321958805354,1,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - head (rad/s),-0.101637480197615,0.468545635851455,20,0.0482196982834766,0.725553530093405,20,0.0548526635286815,0.606060520979462,20,0.657706233987523,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - head std,0.599806859873624,0.34625924514016,20,0.534033043175087,0.379822066960381,20,0.747341564334006,0.344355207895218,20,0.163373530354734,1,0.590215364786519,0,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 1 (rad/s),0.223508322113825,0.651546350926977,20,-0.285925800135938,1.51361497577395,20,0.756021823576147,1.46498561207912,20,0.0421117451041912,0.632549410784383,0.573548023812829,0,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 1 std,0.965237893809786,0.567871876955943,20,0.89181595531225,0.575317405255481,20,1.10142077455763,0.664080872188195,20,0.541467152854713,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 2 (rad/s),-0.785854653258259,0.782077676654909,20,-0.761258734220982,0.90271471536782,20,-0.884132352098633,0.83562899373674,20,0.887711154655598,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 2 std,1.026762189535,0.413858767077414,20,1.13994708344551,0.625574794480161,20,0.982069022455768,0.539467279582173,20,0.630212211867795,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 3 (rad/s),-1.26864698898335,0.739726844492442,20,-1.35164192457724,1.18598822216504,20,-1.92038567075833,1.22563092720218,20,0.12181055157088,1,0.179515367509074,0,0,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 3 std,1.04813466365573,0.521593702974601,20,1.03525935292977,0.575353155865436,20,0.655013080598112,0.331558458318969,20,0.019924133058866,1,0.0404584026006244,0,1,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 4 (rad/s),-0.684638229260784,0.980573239583106,20,-0.994103318782734,1.13519507195912,20,-1.63067806148426,0.793709082541885,20,0.0113762182671896,0.966388534192336,0.0103110620392178,0,1,No effect,NaN,NaN
Mean phase velocity at swing - spine - spine 4 std,1.04192139081799,0.3545746459244,20,1.28002766684608,0.685791946536962,20,0.952364602218262,0.424802336646993,20,0.118343814689287,0.433134149183943,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - base (rad/s),-0.0959786615217128,1.12154137408337,20,0.0391175988162156,1.037795612277,20,0.106284079371972,0.684645135212511,20,0.7975515928831,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - base std,0.92430380295678,0.490915908578279,20,0.942316308728128,0.588150869810529,20,0.81946502522876,0.362801187048942,20,0.694077269750756,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - tail 1 (rad/s),0.412739481758165,1.06708182196653,20,0.615162270884038,1.09425203936046,20,0.717148615536168,1.086110371318,20,0.665782173540682,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - tail 1 std,0.864033339290227,0.46552836939781,20,0.823978286951034,0.497272275474621,20,0.932621815965857,0.603006341296751,20,0.80411522199197,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - tail 2 (rad/s),0.78627395872101,1.35323209086963,20,0.484763542415182,1.07743725044254,20,0.399008385478964,1.37577690956316,20,0.60429184633039,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - tail 2 std,1.23298366126275,0.731997207120231,20,1.11196661497709,0.525145099358489,20,1.23846787507998,0.794083067615149,20,0.809021086909264,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - tail 3 (rad/s),2.09902763281036,4.47314935610034,20,0.818220938200692,2.17274030137163,20,0.134892052135152,2.83008006645948,20,0.170986426272659,0.675657353869723,0.195593653900965,0,0,No effect,NaN,NaN
Mean phase velocity at swing - tail - tail 3 std,3.34162162696294,6.79877260340993,20,2.1490332676845,1.90111820676679,20,2.33586726998026,1.90445253875436,20,0.632517137745789,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rforelimb - shoulder (rad/s),-7.63516782601156,2.14961884104557,20,-8.42513669693791,2.91486239146498,20,-6.76966882194497,2.08689512456446,20,0.104121211868163,0.914942391030615,0.784501416044608,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rforelimb - shoulder std,2.68060100948379,1.1242928280959,20,2.42602926787759,1.14624239544576,20,2.31641625043937,0.655288102275659,20,0.50252814097558,1,0.764527941571728,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rforelimb - elbow (rad/s),-10.5668155472349,1.94523277569131,20,-11.1596206703472,1.61429042857469,20,-9.62302274881653,1.45719282649283,20,0.0193263022302885,0.81137300745459,0.245371484738729,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rforelimb - elbow std,2.73759558789458,1.3572270945327,20,1.95094284033587,0.915161375805178,20,1.9969684077001,0.964445147947021,20,0.0464915954191101,0.0814471262109419,0.111186219594866,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rforelimb - wrist (rad/s),-3.07086194451796,3.87194029192611,20,-7.05202412739948,4.18023331754256,20,-6.82387178618341,4.54544020114101,20,0.00580095324760092,0.0122830558261861,0.0197735902738862,1,1,Restoration,0.22815234121607,NaN
Mean phase velocity at peak - rforelimb - wrist std,3.97347548892393,3.12165595462385,20,3.18805768465849,2.1532205052623,20,3.48123917483292,2.13051025398593,20,0.609442908900321,0.980520338319324,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - hip (rad/s),11.7458588827195,2.16208411359016,20,14.6611395993955,2.95003787956415,20,13.006939653063,2.25012091920136,20,0.00198251518128243,0.00137851064486384,0.339759361129788,1,0,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - hip std,2.85036654818752,1.62140325765732,20,2.4265626371338,1.00183809205768,20,2.50912006007689,1.29157578803317,20,0.567949003885388,0.952830244602381,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - knee (rad/s),8.67594446941895,3.46416725773934,20,11.1691176517742,3.96925172873706,20,10.863510915131,2.5866683790313,20,0.0472864426003758,0.0706743926558185,0.137516974306027,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - knee std,3.04133189658752,1.79715402815667,20,2.98530073929002,1.73182386441314,20,3.29017247217147,1.42092531549858,20,0.826190367688976,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - ankle (rad/s),27.9547660386239,7.58922445351158,20,24.4671445454803,7.02432212001312,20,23.9052742387441,7.53565177048374,20,0.18061714688892,0.422924496549068,0.26527963417716,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - ankle std,7.96018216929317,3.89571660394324,20,5.57172243566688,2.60475877956389,20,4.95541681220977,3.29071403147665,20,0.0139506157683651,0.0782396355844541,0.0170562447909752,0,1,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - lHindpaw (rad/s),19.2394941001974,7.5767893014537,20,24.2867443253756,10.0949464141717,20,22.3979115531472,9.85131307215558,20,0.22701716868443,0.26897885361194,0.853486882370662,0,0,No effect,NaN,NaN
Mean phase velocity at peak - rhindlimb - lHindpaw std,8.45306257781195,3.77011369142223,20,7.80739945903794,2.80629322685724,20,7.1941781939426,4.13971551184271,20,0.548923325953679,1,0.826669895371671,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - head (rad/s),-0.0329495654445603,0.651059855585564,20,0.185029219805043,0.623966528282358,20,0.291539861622102,0.454421354610966,20,0.208884634238707,0.725958874995658,0.25129895133451,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - head std,0.580874885062353,0.383520143995983,20,0.76999849504271,0.239335903881259,20,0.739265332126897,0.343721970017445,20,0.156527943891492,0.220173266497915,0.396412800992657,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 1 (rad/s),0.269602113071943,0.931926044123635,20,0.626573358591485,1.43258964905229,20,0.557746326757107,1.26025305099516,20,0.622945780090595,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 1 std,1.26953090405317,0.577683712618341,20,0.932683501446023,0.48785897075322,20,1.09503397406843,0.610527169828545,20,0.174101023790667,0.188109045667814,0.988618282582169,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 2 (rad/s),0.533909982897479,0.600787351613533,20,0.460756383978187,0.945881265639045,20,0.428049461271764,0.648271137736245,20,0.900333526467478,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 2 std,0.69731948711909,0.386490995471658,20,1.02236130251125,0.45200767838804,20,0.874311099011202,0.577427660475748,20,0.108228712789861,0.10799047378883,0.741207584105669,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 3 (rad/s),0.290878093984144,0.959157932616478,20,0.668568365532623,0.814651422038764,20,1.17532378562581,0.676473995454019,20,0.00514217415822746,0.459345258803897,0.0038161774426526,0,1,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 3 std,1.08378838760336,0.781529609883355,20,0.857065519526132,0.519411139074649,20,0.911686671870417,0.382310665367442,20,0.446347856788762,0.676239026868145,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 4 (rad/s),-0.154746156293369,0.73300435324754,20,0.241354973856117,0.981140615081016,20,0.442402179216709,0.751196649603355,20,0.0769634564347568,0.409673296054742,0.0797742071420726,0,0,No effect,NaN,NaN
Mean phase velocity at peak - spine - spine 4 std,1.04864575607752,0.642883548670265,20,1.09825438428458,0.724463045519326,20,1.15921871077072,0.680713687158295,20,0.877205878461221,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - base (rad/s),0.012833331504937,0.886059170373483,20,0.0681296230061953,0.735470804456384,20,-0.17636798901466,0.962259074685068,20,0.647484927152188,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - base std,0.830159822024864,0.584212191449978,20,0.88920765896058,0.508186201088412,20,1.12266840089477,0.60145955513849,20,0.233286880848792,1,0.32327590247902,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - tail 1 (rad/s),-0.242329134682511,0.726157756492641,20,-0.368685805111239,0.693387599931196,20,-0.597963983520666,0.733268198112754,20,0.290995242586051,1,0.368144997684831,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - tail 1 std,1.09945626243508,0.400870301183549,20,1.20220829830365,0.590582708855243,20,1.03543133049492,0.4262857582047,20,0.544477031591279,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - tail 2 (rad/s),-0.317859255861156,1.32927085066708,20,-0.331313553777998,0.947785283516258,20,-0.430253244671871,1.04642327838161,20,0.941721632644146,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - tail 2 std,1.43635684060934,0.688530778176864,20,1.28890370865616,0.588754454660715,20,1.05886044522769,0.594013629741863,20,0.166477612197977,1,0.184050388678207,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - tail 3 (rad/s),-1.06287234782266,1.58584132803698,20,-0.380569396896838,1.40603672385737,20,-0.493277805130597,1.69984637266053,20,0.343965497481033,0.523043606032709,0.766909049780408,0,0,No effect,NaN,NaN
Mean phase velocity at peak - tail - tail 3 std,1.86720001470589,0.782066685924508,20,1.33060092128615,0.666203807412093,20,1.1960154079899,0.732422838780842,20,0.0123341110738162,0.0702059840811002,0.0152832240666834,0,1,No effect,NaN,NaN
Mean phase velocity at touchdown - rforelimb - shoulder (rad/s),2.85758517240333,2.57501573626987,20,3.57965907202053,3.02070566497372,20,2.16660745053499,1.81635594562039,20,0.216477368351992,1,1,0,0,No effect,NaN,NaN
Mean phase velocity at touchdown - rforelimb - shoulder std,2.92326983368048,1.63138695414712,20,2.28115989620496,1.38981252402191,20,1.43404936821992,0.83172961537779,20,0.0032792935688816,0.394734704988867,0.00235359645358644,0,1,No effect,NaN,NaN
Mean phase velocity at touchdown - rforelimb - elbow (rad/s),7.87049443473212,8.10304209316845,20,14.0751205521209,9.94060937972436,20,9.41210741389177,9.6291186243374,20,0.0966930022723516,0.115361185123274,1,0,0,No effect,NaN,NaN
Mean phase velocity at touchdown - rforelimb - elbow std,7.29406913963753,3.50735039085266,20,6.88003019282812,3.59634849065216,20,6.61790112802172,3.02286046494823,20,0.816966591817015,1,1,0,0,No effect,NaN,NaN
